<<<<<<< HEAD
;Seasonal cumulation of Z-scored aggregated data for eMODIS of Kenyan divisions
adminID, pixels,2001.00L,2001.00S,2002.00L,2002.00S,2003.00L,2003.00S,2004.00L,2004.00S,2005.00L,2005.00S,2006.00L,2006.00S,2007.00L,2007.00S,2008.00L,2008.00S,2009.00L,2009.00S,2010.00L,2010.00S,2011.00L,2011.00S,2012.00L,2012.00S,2013.00L,2013.00S
34,52931,-6.15819,0.793620,29.3066,6.06633,12.4706,3.11953,-6.97946,1.02836,-1.91436,-11.7753,-6.32339,25.0297,7.36165,-6.95555,5.54738,-0.829230,-17.7474,-6.17138,4.40055,-11.4574,-19.9642,13.6794,3.48962,-7.15355,-2.44610,-8.79563
35,16421,-10.4635,-9.30243,9.62020,8.93437,25.7678,12.7251,10.3851,8.06971,-2.26495,-14.4704,-13.2843,13.9473,16.1550,2.13161,-9.77981,-1.39617,-24.6356,-6.30682,7.60216,-19.2904,-9.10214,7.79488,4.67744,-0.830387,3.80926,-5.02043
36,62688,-12.3471,-7.68934,4.49964,-1.01443,12.1021,-2.21115,0.662949,10.8868,3.00614,-13.3387,-8.65001,25.0753,17.3065,0.222872,0.856037,-3.01052,-14.6162,-0.171539,16.1833,-11.0196,-19.0034,17.1311,10.9828,1.64057,15.0602,4.73406
37,19834,-10.1050,-6.48386,0.512001,-1.33496,9.13450,2.41372,4.48854,9.82305,7.13064,-10.4475,-3.74955,23.9218,13.7489,-0.453044,0.916799,-2.44624,-8.85927,-2.80093,8.99857,-12.4826,-22.2162,12.2723,16.0421,-0.877683,17.5422,3.52283
38,1444,-19.2971,-14.9119,-1.60192,3.41002,7.10133,-9.10086,-5.03386,11.4548,6.70324,-13.4202,-1.57401,18.7064,0.407352,-2.11779,-7.73024,-2.73416,-13.7075,8.67767,38.8279,-3.32961,-4.09510,23.1583,19.1107,-5.70439,14.3027,4.90149
39,8783,-13.3653,-7.94885,0.328881,-1.44927,-3.64303,-2.68085,-5.08353,11.4350,6.70503,-11.6420,-2.38353,27.5812,20.0750,-0.111423,5.78816,-7.13431,-15.7290,0.338169,21.5674,-12.6556,-14.2602,19.5717,9.55294,9.98380,31.2964,0.200173
40,26421,-20.0107,-9.67797,-1.89724,-2.53941,5.54768,-6.14906,-0.347690,11.1041,1.56068,-14.7415,-6.98079,23.5110,20.9366,-4.73399,-2.36875,3.83249,-11.2405,2.94926,29.8033,-5.97483,-15.0027,17.3745,5.51698,-2.07625,26.3036,4.16605
41,2064,-16.1325,-11.5610,0.947653,2.80316,19.5156,2.73631,1.70583,18.7209,7.47085,-13.6205,-4.34524,13.9209,10.9043,-0.428086,-1.56061,-10.1712,-23.3539,2.30319,20.8210,-6.46451,-15.9731,17.7996,9.33778,-4.04443,19.4885,4.97637
42,9293,-22.3438,-10.7872,-4.21506,0.335623,10.9775,-3.57986,-0.612532,13.6846,2.42076,-15.4075,-4.06210,22.5942,18.4569,-7.06485,-2.97439,1.90737,-15.6627,5.10169,28.9743,-7.69810,-10.9589,14.8965,7.53444,-2.17413,29.7760,5.57760
43,26499,-11.9752,-8.01697,1.85777,2.33435,12.5400,-1.63885,0.389959,9.31904,0.310187,-14.5556,-4.32176,25.8931,19.9992,0.175669,-0.380251,-0.835081,-10.7565,-0.785586,10.2321,-13.2002,-17.8954,13.2510,20.1004,2.93009,15.1014,3.38838
44,24004,-8.30329,-6.19741,7.85444,-0.353315,4.47177,-2.87638,-2.12083,5.31753,-2.35927,-14.7788,-2.36140,27.9114,21.6248,0.622152,-0.574584,0.0728158,-7.14355,-0.131074,9.98923,-10.4111,-21.0773,10.5690,2.35767,-3.89073,16.6036,-1.13467
45,16926,-18.3680,-12.1267,-2.00730,1.57120,12.3572,-0.0792539,3.57683,18.0250,8.64414,-13.9695,-6.71631,18.7077,13.8363,-5.57925,-2.95600,-3.25858,-19.3082,1.33746,25.3893,-6.62197,-14.4478,15.7561,9.33266,-0.738347,18.4221,7.18602
46,14803,-16.8511,-7.62558,2.37168,0.823736,-1.20536,-7.18345,-4.83558,12.3884,3.83207,-12.3324,-4.24174,25.8049,20.2602,-0.871255,1.38947,-5.50605,-15.3089,-0.422711,23.4123,-9.21984,-8.82293,24.2822,16.2076,9.75681,42.0384,4.53565
47,13289,-14.8702,-3.65142,4.74422,-3.31789,2.17468,-6.99862,0.580151,11.6420,3.20225,-13.4969,-10.0407,23.5002,22.3154,-1.91547,0.885653,0.141420,-16.8880,-0.212704,22.7473,-7.83627,-14.8508,17.6812,6.65236,0.143081,17.1484,8.19840
48,34635,-4.97532,-9.46819,3.44942,-0.462893,12.0717,0.336628,-9.20776,9.71908,-7.48979,-13.7435,0.604283,24.8974,10.5563,4.74808,12.5500,-8.35385,-11.4848,1.01741,8.63361,-12.5862,-14.7076,20.5089,10.6009,6.30065,22.4891,-2.76913
49,26077,-11.0420,-6.17845,5.43188,2.10836,8.74574,-5.59237,-7.77268,10.7926,-7.70125,-13.8206,-0.423056,26.1235,18.2673,3.41278,3.04451,-7.08882,-13.9087,-2.64742,19.1401,-11.2052,-13.7819,24.5830,19.1661,9.90187,37.3899,0.129030
50,13192,-8.39898,-11.3723,7.22895,4.64655,17.1791,-0.366943,-3.98568,14.4023,3.58544,-15.4586,-7.21828,21.2830,15.7900,-1.02517,-0.417530,-4.64722,-23.3711,0.984184,16.5587,-12.0008,-16.9505,14.9945,12.4226,-1.73150,18.6655,4.15097
51,12012,-13.1744,-10.0290,1.43546,0.950822,-1.24932,-6.90503,-4.82109,7.71208,7.33652,-12.8109,-10.4196,23.9348,25.8540,-3.24009,-2.45145,1.38119,-10.4701,3.40318,17.7221,-7.83837,-9.76214,17.4070,13.5350,-0.691693,24.4464,-1.76965
52,7125,-21.7743,-13.1892,-1.92285,-0.508346,15.8018,-6.33668,-1.71895,12.4202,5.09671,-13.4116,-4.82190,23.5314,9.56658,-1.73801,-7.17826,0.290199,-16.4569,5.73751,31.9270,-9.13408,-8.51891,17.3801,10.1783,-4.79787,19.0229,3.53345
53,43786,-10.4259,-7.92948,3.18725,-3.18538,10.4293,-3.14209,-9.40718,9.29121,-2.10357,-13.5304,-3.45070,27.5229,26.2007,1.14261,0.910137,-0.776018,-9.41154,-1.60945,11.0485,-10.1933,-16.9769,14.8991,13.9647,1.24736,15.3467,-0.601425
60,6417,-1.23581,-9.70463,2.50432,4.29301,9.05613,-1.05750,-7.13570,4.28834,-9.95944,-14.2746,13.2056,26.1827,15.1657,2.65990,1.51675,3.49598,-7.53821,-4.46182,11.1030,-12.2839,-26.6824,9.40170,-1.70340,2.06339,16.5015,-6.24855
61,39479,6.06587,-8.02282,7.82854,5.92319,8.46511,-0.951874,3.34195,6.71181,-10.7205,-13.2588,7.44482,26.4149,12.1671,-2.31152,3.13693,-1.56004,-13.9753,-2.22268,-0.326512,-14.1514,-23.4280,8.38590,-6.63789,0.488856,32.8372,-0.453362
62,48754,7.34849,-4.22341,13.8453,8.96284,15.7620,-0.120441,0.0648141,1.55569,-5.84456,-13.4006,-3.51479,17.4305,5.38941,-1.34529,3.91932,4.32030,-12.8910,-0.854368,-0.373345,-15.1015,-23.7056,7.84208,-7.20255,-4.44569,24.5393,-0.108863
63,38714,5.02205,-7.06590,10.8255,8.20277,12.1294,-1.24621,-4.54622,3.01107,-9.23074,-12.9229,10.2731,25.2925,5.73716,-2.09327,0.0982143,0.737332,-12.3295,-2.33415,2.81381,-13.6996,-20.7929,11.1977,-5.25417,-1.06589,28.2907,-0.328172
64,56184,-7.33465,-7.02669,0.809279,0.426713,6.54498,-1.40239,2.57629,2.43905,3.08877,-9.58190,-2.13386,13.6216,18.4113,2.09860,-9.15086,3.22217,-18.7612,-2.66039,13.3003,-13.1971,-7.35008,13.8341,10.3277,6.88172,5.69476,4.71211
65,69679,-11.5042,-9.80147,9.57290,6.61372,23.6123,1.24388,3.71741,12.4333,3.74683,-12.9390,-6.17125,18.7087,14.2537,4.43066,1.68330,0.754158,-21.4127,-5.55114,4.86600,-15.3866,-22.3643,2.07797,-7.89029,-0.408317,-1.73709,-1.29912
66,71404,-8.22734,-5.58306,5.95506,4.23052,15.6474,3.05126,5.39139,9.46277,-0.778728,-12.4702,-7.60090,13.3842,20.0299,4.84811,-2.73639,-0.752743,-25.2672,-1.69325,11.7803,-18.3769,-14.1934,5.51771,1.53820,3.51443,-1.01375,-1.08591
67,39995,-2.40192,-7.59174,9.86862,2.64303,7.58697,-2.14651,3.20649,2.95004,-5.88413,-13.3081,-1.08556,16.0482,15.5627,1.38592,-6.81976,6.05649,-17.5790,-1.40573,10.8799,-13.3770,-13.3342,13.0471,13.1504,3.85549,5.53499,3.68082
68,18708,-3.17393,-7.71497,0.794288,-3.40137,9.51842,5.76143,0.388260,0.502749,-2.25676,-11.1026,-8.49193,11.6801,13.0817,6.11038,-2.25853,0.806635,-30.3162,-3.06594,23.9260,-9.08025,-1.21140,17.2320,21.1267,12.7060,21.9867,5.24981
69,36222,-0.802883,-3.96480,0.236764,-6.84498,6.41732,1.84892,0.755087,0.902924,1.17823,-9.88338,-4.24033,11.4841,11.8338,6.89940,-4.18980,1.69865,-25.7094,-4.95976,19.0209,-8.36002,-4.49965,14.9667,16.2209,12.2467,17.1973,7.46858
70,41566,2.92924,0.824108,-3.30514,13.1766,7.50871,-0.410443,0.391110,-2.48808,-2.77472,-11.4654,-7.13689,16.3635,22.4449,4.65739,9.08677,-8.56876,-20.7025,-5.04130,6.23606,-7.90718,-14.6774,-2.69282,-9.81880,-6.13135,-4.74879,-0.722988
71,91486,-8.62983,7.12183,21.4721,5.16339,11.3574,9.30930,1.71344,6.29501,-6.40113,-14.4122,-12.9176,11.0574,10.1509,0.951870,2.38438,-8.90229,-11.5768,-0.410731,14.5436,-13.4713,-22.0965,0.154734,-6.95935,-8.23621,1.56179,-9.17672
72,71803,1.20859,5.07839,14.3341,12.0303,11.4333,2.47871,-3.96523,-1.39098,-12.7428,-15.1309,-12.6524,14.0741,4.02326,6.27673,12.4774,-9.34962,-15.8199,-1.40354,18.7863,-12.3792,-17.0827,5.02910,-9.69191,-6.57020,22.6824,-7.81639
73,29033,-12.6559,7.05709,14.8945,9.29915,18.9862,2.54988,-4.15499,-6.45807,-14.1864,-13.1983,-13.8797,10.8231,8.07200,2.26283,7.28992,-9.25791,-13.0106,5.84799,23.9734,-12.3869,-15.3285,9.28346,-4.45174,-6.11951,11.3718,-10.9148
74,129287,-1.78855,1.17055,7.29077,15.3537,11.5388,3.84460,5.54766,0.984653,-3.00282,-12.1333,-3.17573,10.5747,1.15021,0.584249,2.11672,-8.75088,-17.5249,-0.919705,16.1251,-10.9010,-18.2772,4.06512,-9.50577,-4.66582,7.38321,-9.25188
75,7455,-0.203132,-4.17036,-2.68154,10.2397,3.03493,-2.64569,7.85364,-2.17542,-8.11158,-9.84272,0.580029,11.5935,13.9838,8.34913,6.00783,-9.82836,-9.01463,3.03372,9.50003,-12.1585,-20.9493,7.74951,-19.3109,-13.7608,-8.00529,-16.6621
76,9222,3.99317,-2.79411,-0.534177,9.93087,5.30594,1.00257,1.71289,5.07849,3.64075,-9.55004,0.148965,13.1853,9.62713,7.04795,3.89603,-7.36199,-12.1789,-0.274816,7.69215,-13.5605,-23.2990,-0.472945,-25.5810,-7.01161,0.0433947,-8.05420
77,165487,-5.00609,-5.83861,-4.16576,14.1352,8.50630,-0.819037,5.49786,2.55012,1.75475,-8.84249,-6.39844,14.7843,14.4488,3.97266,8.50971,-8.18685,-14.7472,0.292661,7.33846,-11.5091,-15.7383,0.194641,-12.6353,-4.17290,-0.997246,-4.68684
78,51091,-6.06598,-5.24715,2.56514,3.70473,6.09091,-5.11730,-9.68956,3.23342,12.5126,-8.83342,-4.89898,12.7629,15.8745,-1.48325,-11.4043,1.92896,-15.1433,-4.63207,18.9743,-5.74581,-8.81534,15.8372,29.9987,14.6143,17.4097,-0.210210
79,26386,-17.1193,-15.4392,2.67894,5.17153,20.6109,1.88951,3.13420,13.8040,8.75999,-6.46798,-0.614697,6.37152,10.0008,-1.81293,-9.26849,1.02469,-17.7370,-2.68162,10.1623,-7.41911,-10.6078,17.6923,25.9371,4.93204,24.4212,3.46597
80,22805,-8.23560,-11.0540,4.86617,0.276966,15.9617,3.08046,-1.35380,0.854101,-8.27370,-10.8378,-3.59880,-2.70644,10.1594,7.25081,-8.25207,6.47535,-12.5943,0.603680,17.5988,-2.64843,-6.27783,23.5152,15.8079,2.58228,17.8865,2.99420
81,112875,-12.7524,-7.39385,-0.319069,5.73901,8.91901,-4.55603,-7.58364,0.540961,9.59919,-10.4127,-7.80442,14.4015,25.7866,1.91727,-8.35061,2.80317,-10.4219,0.291278,16.3923,-9.15108,-13.4652,11.6959,20.6664,8.44588,12.6161,-3.89871
82,74722,-10.5190,-1.79208,1.38793,0.611147,4.88692,-7.54079,-10.5513,0.000986844,8.21327,-10.3558,-8.52395,17.0270,19.1708,1.19404,-8.53962,5.26481,-16.8081,-1.30926,21.3301,-8.97737,-0.0471365,11.1295,22.1917,13.2655,14.8969,1.26842
83,58656,-4.13533,-3.51845,-5.88572,-4.92617,-1.66616,-5.19806,-2.35317,-2.33990,2.96120,-5.11313,-7.97729,9.90437,14.5672,1.84156,-6.29596,4.36331,-16.5218,2.00286,20.0825,-6.76946,7.22460,16.0611,17.4223,5.79355,11.7789,2.52533
84,73086,-11.5373,-12.2392,-2.49899,-3.96746,4.31727,-5.15392,-5.68510,2.57351,1.77905,-8.36898,-9.17838,11.9676,23.4377,5.12588,-5.70535,6.40575,-12.5962,1.93140,22.9545,-4.57485,-5.28742,14.8760,15.8392,9.20372,18.7149,2.02103
85,92587,-6.72095,-9.10986,0.152379,-3.29084,-1.37898,-4.04599,-1.81512,-3.83523,-4.89706,-9.53054,-6.68782,6.56572,16.6622,4.88793,-4.97615,7.76241,-14.2562,4.70818,19.9845,-4.08334,3.93298,20.9199,23.4889,7.52637,17.7037,5.37688
86,25223,-14.1142,-15.2219,-9.37239,4.87082,13.4724,-5.37109,-7.21558,7.30812,9.28838,-10.8793,-2.54408,7.47197,18.4220,2.49633,-5.15306,5.04800,-11.4295,2.12749,20.1081,-6.55898,-11.4621,12.9933,24.8141,8.88976,15.1184,-3.61578
87,112897,-7.04473,3.06772,0.813356,6.10085,0.0315138,-9.84942,-10.1174,-3.36128,4.38494,-9.41881,-7.90245,17.2702,27.4940,0.279692,-5.77804,3.32129,-7.51586,-2.68061,13.9490,-7.39345,-8.31448,8.89386,27.6955,20.0390,18.7945,0.262154
88,47320,-9.43406,-5.96108,-3.36920,-5.37595,3.24780,-6.43109,-12.5301,-0.957772,1.41090,-9.93521,-12.9522,15.9865,21.2597,2.62452,-3.37319,5.44052,-10.0676,2.53994,23.1285,-6.58582,2.67942,17.6449,26.1108,15.8335,27.0914,12.1401
89,33765,-11.1795,-10.6711,-0.394299,7.21707,20.5425,2.18238,-8.93335,6.48969,8.24628,-9.27582,-5.60612,8.67207,20.5527,-0.995838,-9.74203,-5.13543,-14.6867,1.04262,16.7375,-7.31953,-15.5370,14.3481,18.1817,1.89364,2.99246,-4.15249
90,47290,-11.4061,-13.8041,0.435329,-0.892344,3.63218,-6.45350,-2.79532,-2.41984,-7.31420,-7.09875,-2.81481,5.49981,19.3859,7.82741,-1.98248,11.6853,-12.8646,5.49791,18.6957,-6.01771,-2.97153,16.8259,10.2910,2.57271,12.9147,1.20151
91,77559,-9.67352,1.87581,1.93570,8.75953,-1.87245,-6.72281,-7.90249,-6.93665,0.332234,-12.4260,-6.52010,17.7698,34.9431,2.09334,-4.20523,-0.0876389,-10.8944,-2.26443,16.6556,-10.0342,-12.7985,15.6793,22.6544,9.81928,4.88523,-3.81527
92,10126,-15.8893,-14.7897,5.86642,1.45255,21.3001,4.99136,0.347910,6.01441,-0.589005,-7.00286,-5.83464,7.15342,12.7017,0.444765,-9.46991,-1.51193,-15.6129,-3.18393,16.9257,-3.88295,-9.74610,23.3666,12.1272,3.15627,14.9129,2.36036
93,22744,-2.43514,-5.84859,-9.67614,-8.80373,-2.34927,-9.06602,-7.23070,-3.27268,-4.88107,-7.99844,-9.78809,12.0618,27.1131,5.32196,-1.10674,8.97953,-16.5710,6.84307,22.9900,-5.48007,3.93515,16.9340,24.2473,13.1859,27.7914,10.8497
94,16636,-1.22206,-10.1802,-7.24264,-5.18361,0.143842,-7.77266,-5.62007,-3.86811,-8.37703,-10.0400,-12.0555,9.53444,23.9808,7.83765,-7.13862,9.92698,-12.6717,6.77679,24.8049,-4.40987,5.39793,16.3536,23.0762,4.94057,20.5022,8.44650
95,83437,1.04687,-7.59757,10.7424,2.43566,11.4420,-3.78749,-1.89093,3.00765,-11.6585,-12.5073,2.50835,28.6287,16.9659,-0.357367,5.44593,-0.632296,-13.4332,-1.84578,-2.23939,-12.6277,-18.9293,15.7407,8.34465,0.837581,38.7961,0.963079
96,32597,-9.09928,-2.08705,18.9329,-2.16665,12.8221,4.72879,7.86342,6.16726,-7.39507,-13.1754,-6.04486,20.0190,-2.19714,2.70594,7.30847,-8.46680,-14.1317,2.22935,10.1313,-14.7616,-18.1902,25.6706,-5.81605,-12.7051,0.760069,-11.5427
97,10027,0.473023,-9.08055,5.23882,7.21189,8.74299,0.217633,0.379738,8.35214,-3.33649,-12.7988,7.54564,24.2867,17.6773,-2.87810,0.576033,-0.365653,-12.2495,-4.11589,0.501705,-13.1570,-25.5493,8.88631,0.270260,-0.224538,29.4344,-3.77520
